abbr,category,jobtitle
CO,Legal / Paralegal,First-Line Supervisors of Protective Service Workers
CT,Legal / Paralegal,First-Line Supervisors of Protective Service Workers
DE,Legal / Paralegal,First-Line Supervisors of Protective Service Workers
DC,Legal / Paralegal,First-Line Supervisors of Protective Service Workers
FL,Legal / Paralegal,First-Line Supervisors of Protective Service Workers
GA,Legal / Paralegal,First-Line Supervisors of Protective Service Workers
HI,Legal / Paralegal,First-Line Supervisors of Protective Service Workers
ID,Legal / Paralegal,First-Line Supervisors of Protective Service Workers
IL,Legal / Paralegal,First-Line Supervisors of Protective Service Workers
IN,Legal / Paralegal,First-Line Supervisors of Protective Service Workers
IA,Legal / Paralegal,First-Line Supervisors of Protective Service Workers
KS,Legal / Paralegal,First-Line Supervisors of Protective Service Workers
KY,Legal / Paralegal,First-Line Supervisors of Protective Service Workers
LA,Legal / Paralegal,First-Line Supervisors of Protective Service Workers
ME,Legal / Paralegal,First-Line Supervisors of Protective Service Workers
MD,Legal / Paralegal,First-Line Supervisors of Protective Service Workers
MA,Legal / Paralegal,First-Line Supervisors of Protective Service Workers
MI,Legal / Paralegal,First-Line Supervisors of Protective Service Workers
MN,Legal / Paralegal,First-Line Supervisors of Protective Service Workers
MS,Legal / Paralegal,First-Line Supervisors of Protective Service Workers
MO,Legal / Paralegal,First-Line Supervisors of Protective Service Workers
MT,Legal / Paralegal,First-Line Supervisors of Protective Service Workers
NE,Legal / Paralegal,First-Line Supervisors of Protective Service Workers
NV,Legal / Paralegal,First-Line Supervisors of Protective Service Workers
NH,Legal / Paralegal,First-Line Supervisors of Protective Service Workers
NJ,Legal / Paralegal,First-Line Supervisors of Protective Service Workers
NM,Legal / Paralegal,First-Line Supervisors of Protective Service Workers
NY,Legal / Paralegal,First-Line Supervisors of Protective Service Workers
NC,Legal / Paralegal,First-Line Supervisors of Protective Service Workers
ND,Legal / Paralegal,First-Line Supervisors of Protective Service Workers
OH,Legal / Paralegal,First-Line Supervisors of Protective Service Workers
OK,Legal / Paralegal,First-Line Supervisors of Protective Service Workers
OR,Legal / Paralegal,First-Line Supervisors of Protective Service Workers
PA,Legal / Paralegal,First-Line Supervisors of Protective Service Workers
RI,Legal / Paralegal,First-Line Supervisors of Protective Service Workers
SC,Legal / Paralegal,First-Line Supervisors of Protective Service Workers
SD,Legal / Paralegal,First-Line Supervisors of Protective Service Workers
TN,Legal / Paralegal,First-Line Supervisors of Protective Service Workers
TX,Legal / Paralegal,First-Line Supervisors of Protective Service Workers
UT,Legal / Paralegal,First-Line Supervisors of Protective Service Workers
VT,Legal / Paralegal,First-Line Supervisors of Protective Service Workers
VA,Legal / Paralegal,First-Line Supervisors of Protective Service Workers
WA,Legal / Paralegal,First-Line Supervisors of Protective Service Workers
WV,Legal / Paralegal,First-Line Supervisors of Protective Service Workers
WI,Legal / Paralegal,First-Line Supervisors of Protective Service Workers
WY,Legal / Paralegal,First-Line Supervisors of Protective Service Workers
PR,Legal / Paralegal,First-Line Supervisors of Protective Service Workers
VI,Legal / Paralegal,First-Line Supervisors of Protective Service Workers
AL,Retail,First-Line Supervisors of Retail Sales Workers
AK,Retail,First-Line Supervisors of Retail Sales Workers
AZ,Retail,First-Line Supervisors of Retail Sales Workers
AR,Retail,First-Line Supervisors of Retail Sales Workers
CA,Retail,First-Line Supervisors of Retail Sales Workers
CO,Retail,First-Line Supervisors of Retail Sales Workers
CT,Retail,First-Line Supervisors of Retail Sales Workers
DE,Retail,First-Line Supervisors of Retail Sales Workers
DC,Retail,First-Line Supervisors of Retail Sales Workers
FL,Retail,First-Line Supervisors of Retail Sales Workers
GA,Retail,First-Line Supervisors of Retail Sales Workers
HI,Retail,First-Line Supervisors of Retail Sales Workers
ID,Retail,First-Line Supervisors of Retail Sales Workers
IL,Retail,First-Line Supervisors of Retail Sales Workers
IN,Retail,First-Line Supervisors of Retail Sales Workers
IA,Retail,First-Line Supervisors of Retail Sales Workers
KS,Retail,First-Line Supervisors of Retail Sales Workers
KY,Retail,First-Line Supervisors of Retail Sales Workers
LA,Retail,First-Line Supervisors of Retail Sales Workers
ME,Retail,First-Line Supervisors of Retail Sales Workers
MD,Retail,First-Line Supervisors of Retail Sales Workers
MA,Retail,First-Line Supervisors of Retail Sales Workers
MI,Retail,First-Line Supervisors of Retail Sales Workers
MN,Retail,First-Line Supervisors of Retail Sales Workers
MS,Retail,First-Line Supervisors of Retail Sales Workers
MO,Retail,First-Line Supervisors of Retail Sales Workers
MT,Retail,First-Line Supervisors of Retail Sales Workers
NE,Retail,First-Line Supervisors of Retail Sales Workers
NV,Retail,First-Line Supervisors of Retail Sales Workers
NH,Retail,First-Line Supervisors of Retail Sales Workers
NJ,Retail,First-Line Supervisors of Retail Sales Workers
NM,Retail,First-Line Supervisors of Retail Sales Workers
NY,Retail,First-Line Supervisors of Retail Sales Workers
NC,Retail,First-Line Supervisors of Retail Sales Workers
ND,Retail,First-Line Supervisors of Retail Sales Workers
OH,Retail,First-Line Supervisors of Retail Sales Workers
OK,Retail,First-Line Supervisors of Retail Sales Workers
OR,Retail,First-Line Supervisors of Retail Sales Workers
PA,Retail,First-Line Supervisors of Retail Sales Workers
RI,Retail,First-Line Supervisors of Retail Sales Workers
SC,Retail,First-Line Supervisors of Retail Sales Workers
SD,Retail,First-Line Supervisors of Retail Sales Workers
TN,Retail,First-Line Supervisors of Retail Sales Workers
TX,Retail,First-Line Supervisors of Retail Sales Workers
UT,Retail,First-Line Supervisors of Retail Sales Workers
VT,Retail,First-Line Supervisors of Retail Sales Workers
VA,Retail,First-Line Supervisors of Retail Sales Workers
WA,Retail,First-Line Supervisors of Retail Sales Workers
WV,Retail,First-Line Supervisors of Retail Sales Workers
WI,Retail,First-Line Supervisors of Retail Sales Workers
WY,Retail,First-Line Supervisors of Retail Sales Workers
GU,Retail,First-Line Supervisors of Retail Sales Workers
PR,Retail,First-Line Supervisors of Retail Sales Workers
VI,Retail,First-Line Supervisors of Retail Sales Workers
AL,Transportation / Logistics,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators
AK,Transportation / Logistics,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators
AZ,Transportation / Logistics,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators
AR,Transportation / Logistics,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators
CA,Transportation / Logistics,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators
CO,Transportation / Logistics,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators
CT,Transportation / Logistics,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators
DE,Transportation / Logistics,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators
DC,Transportation / Logistics,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators
FL,Transportation / Logistics,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators
GA,Transportation / Logistics,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators
HI,Transportation / Logistics,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators
ID,Transportation / Logistics,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators
IL,Transportation / Logistics,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators
IN,Transportation / Logistics,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators
IA,Transportation / Logistics,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators
KS,Transportation / Logistics,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators
KY,Transportation / Logistics,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators
LA,Transportation / Logistics,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators
ME,Transportation / Logistics,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators
MD,Transportation / Logistics,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators
MA,Transportation / Logistics,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators
MI,Transportation / Logistics,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators
MN,Transportation / Logistics,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators
MS,Transportation / Logistics,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators
MO,Transportation / Logistics,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators
MT,Transportation / Logistics,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators
NE,Transportation / Logistics,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators
NV,Transportation / Logistics,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators
NH,Transportation / Logistics,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators
NJ,Transportation / Logistics,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators
NM,Transportation / Logistics,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators
NY,Transportation / Logistics,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators
NC,Transportation / Logistics,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators
ND,Transportation / Logistics,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators
